id,label
40925,1
40926,1
40927,0
40928,1
40929,0
40930,0
40931,0
40932,0
40933,1
40934,0
40935,0
40936,1
40937,1
40938,0
40939,1
40940,1
40941,0
40942,1
40943,1
40944,1
40945,1
40946,1
40947,0
40948,0
40949,1
40950,1
40951,1
40952,1
40953,1
40954,1
40955,1
40956,0
40957,0
40958,1
40959,1
40960,0
40961,0
40962,0
40963,1
40964,1
40965,1
40966,1
40967,1
40968,1
40969,1
40970,0
40971,1
40972,1
40973,1
40974,1
40975,1
40976,0
40977,0
40978,1
40979,1
40980,1
40981,1
40982,0
40983,1
40984,1
40985,1
40986,0
40987,0
40988,1
40989,1
40990,0
40991,1
40992,1
40993,0
40994,1
40995,1
40996,0
40997,1
40998,1
40999,1
41000,1
41001,1
41002,1
41003,1
41004,1
41005,0
41006,0
41007,1
41008,1
41009,1
41010,0
41011,0
41012,1
41013,0
41014,1
41015,0
41016,1
41017,1
41018,1
41019,0
41020,1
41021,1
41022,0
41023,1
41024,0
41025,1
41026,0
41027,0
41028,0
41029,0
41030,0
41031,0
41032,1
41033,1
41034,1
41035,1
41036,0
41037,1
41038,1
41039,1
41040,1
41041,0
41042,1
41043,1
41044,1
41045,0
41046,0
41047,1
41048,1
41049,1
41050,1
41051,0
41052,1
41053,1
41054,1
41055,1
41056,0
41057,0
41058,1
41059,1
41060,1
41061,0
41062,1
41063,0
41064,0
41065,1
41066,1
41067,0
41068,1
41069,1
41070,1
41071,1
41072,0
41073,0
41074,0
41075,0
41076,1
41077,1
41078,0
41079,0
41080,0
41081,1
41082,1
41083,1
41084,0
41085,1
41086,1
41087,1
41088,1
41089,1
41090,1
41091,1
41092,1
41093,0
41094,0
41095,0
41096,1
41097,1
41098,1
41099,1
41100,1
41101,1
41102,1
41103,0
41104,1
41105,1
41106,1
41107,0
41108,1
41109,0
41110,0
41111,0
41112,1
41113,1
41114,0
41115,0
41116,1
41117,1
41118,1
41119,1
41120,1
41121,1
41122,0
41123,1
41124,1
41125,1
41126,1
41127,0
41128,1
41129,0
41130,1
41131,0
41132,1
41133,1
41134,1
41135,1
41136,1
41137,0
41138,1
41139,0
41140,1
41141,0
41142,1
41143,1
41144,1
41145,0
41146,1
41147,1
41148,1
41149,0
41150,1
41151,0
41152,1
41153,1
41154,0
41155,1
41156,0
41157,0
41158,0
41159,0
41160,1
41161,1
41162,1
41163,1
41164,1
41165,1
41166,1
41167,1
41168,0
41169,1
41170,1
41171,1
41172,0
41173,1
41174,0
41175,1
41176,0
41177,1
41178,1
41179,0
41180,0
41181,1
41182,1
41183,1
41184,0
41185,0
41186,1
41187,0
41188,1
41189,1
41190,1
41191,1
41192,1
41193,1
41194,1
41195,1
41196,1
41197,1
41198,1
41199,1
41200,0
41201,1
41202,1
41203,0
41204,1
41205,0
41206,0
41207,0
41208,1
41209,0
41210,1
41211,1
41212,1
41213,1
41214,1
41215,0
41216,1
41217,0
41218,1
41219,0
41220,0
41221,1
41222,1
41223,1
41224,1
41225,1
41226,0
41227,1
41228,1
41229,1
41230,1
41231,0
41232,1
41233,0
41234,1
41235,1
41236,0
41237,1
41238,1
41239,1
41240,0
41241,1
41242,1
41243,0
41244,0
41245,1
41246,1
41247,1
41248,1
41249,1
41250,1
41251,0
41252,0
41253,0
41254,0
41255,1
41256,1
41257,1
41258,0
41259,0
41260,1
41261,1
41262,1
41263,1
41264,0
41265,1
41266,1
41267,1
41268,0
41269,1
41270,1
41271,0
41272,1
41273,1
41274,1
41275,1
41276,1
41277,1
41278,1
41279,0
41280,0
41281,1
41282,1
41283,0
41284,1
41285,0
41286,1
41287,1
41288,0
41289,1
41290,0
41291,0
41292,1
41293,1
41294,1
41295,0
41296,1
41297,1
41298,1
41299,1
41300,1
41301,0
41302,1
41303,0
41304,1
41305,1
41306,1
41307,1
41308,1
41309,1
41310,1
41311,1
41312,0
41313,0
41314,1
41315,1
41316,1
41317,0
41318,0
41319,1
41320,1
41321,0
41322,1
41323,1
41324,1
41325,1
41326,1
41327,1
41328,0
41329,1
41330,1
41331,0
41332,1
41333,1
41334,1
41335,1
41336,1
41337,1
41338,0
41339,1
41340,1
41341,1
41342,1
41343,1
41344,0
41345,0
41346,1
41347,1
41348,0
41349,1
41350,1
41351,1
41352,0
41353,1
41354,1
41355,1
41356,1
41357,1
41358,1
41359,1
41360,0
41361,0
41362,1
41363,1
41364,1
41365,1
41366,0
41367,1
41368,1
41369,0
41370,1
41371,1
41372,1
41373,1
41374,0
41375,1
41376,1
41377,1
41378,1
41379,1
41380,0
41381,0
41382,1
41383,1
41384,1
41385,1
41386,1
41387,1
41388,1
41389,1
41390,1
41391,0
41392,1
41393,1
41394,1
41395,1
41396,0
41397,1
41398,0
41399,1
41400,1
41401,1
41402,1
41403,0
41404,1
41405,0
41406,1
41407,1
41408,1
41409,0
41410,1
41411,1
41412,0
41413,1
41414,0
41415,1
41416,1
41417,1
41418,0
41419,1
41420,1
41421,1
41422,1
41423,0
41424,0
41425,0
41426,1
41427,0
41428,1
41429,1
41430,0
41431,1
41432,1
41433,1
41434,1
41435,1
41436,1
41437,1
41438,1
41439,1
41440,1
41441,0
41442,1
41443,1
41444,1
41445,1
41446,1
41447,1
41448,1
41449,1
41450,1
41451,1
41452,0
41453,0
41454,1
41455,0
41456,1
41457,1
41458,1
41459,1
41460,1
41461,0
41462,0
41463,0
41464,1
41465,1
41466,1
41467,0
41468,1
41469,0
41470,0
41471,0
41472,1
41473,1
41474,1
41475,0
41476,1
41477,1
41478,1
41479,1
41480,0
41481,1
41482,1
41483,0
41484,1
41485,1
41486,0
41487,1
41488,1
41489,0
41490,1
41491,1
41492,1
41493,1
41494,1
41495,1
41496,1
41497,1
41498,0
41499,0
41500,1
41501,1
41502,1
41503,1
41504,0
41505,0
41506,0
41507,1
41508,0
41509,0
41510,0
41511,0
41512,1
41513,1
41514,1
41515,0
41516,0
41517,1
41518,1
41519,1
41520,1
41521,1
41522,1
41523,1
41524,1
41525,1
41526,0
41527,1
41528,1
41529,1
41530,1
41531,1
41532,1
41533,1
41534,1
41535,0
41536,0
41537,1
41538,1
41539,0
41540,0
41541,1
41542,1
41543,0
41544,1
41545,1
41546,1
41547,1
41548,1
41549,1
41550,0
41551,1
41552,1
41553,1
41554,1
41555,0
41556,1
41557,0
41558,1
41559,0
41560,1
41561,1
41562,1
41563,1
41564,1
41565,1
41566,1
41567,0
41568,1
41569,1
41570,1
41571,1
41572,0
41573,1
41574,0
41575,0
41576,1
41577,1
41578,1
41579,1
41580,1
41581,1
41582,1
41583,1
41584,1
41585,0
41586,1
41587,1
41588,1
41589,1
41590,1
41591,1
41592,0
41593,0
41594,1
41595,0
41596,1
41597,1
41598,0
41599,1
41600,1
41601,1
41602,1
41603,0
41604,1
41605,1
41606,0
41607,1
41608,0
41609,1
41610,1
41611,0
41612,1
41613,1
41614,0
41615,1
41616,1
41617,1
41618,0
41619,0
41620,0
41621,1
41622,0
41623,1
41624,1
41625,1
41626,0
41627,1
41628,0
41629,1
41630,1
41631,1
41632,0
41633,1
41634,1
41635,1
41636,1
41637,0
41638,1
41639,0
41640,1
41641,0
41642,1
41643,0
41644,1
41645,0
41646,1
41647,1
41648,1
41649,1
41650,1
41651,1
41652,1
41653,1
41654,0
41655,1
41656,1
41657,1
41658,0
41659,1
41660,1
41661,1
41662,0
41663,0
41664,0
41665,1
41666,1
41667,1
41668,1
41669,1
41670,1
41671,0
41672,1
41673,1
41674,1
41675,0
41676,0
41677,1
41678,1
41679,0
41680,1
41681,1
41682,1
41683,0
41684,1
41685,0
41686,0
41687,1
41688,1
41689,1
41690,1
41691,1
41692,1
41693,0
41694,1
41695,0
41696,1
41697,1
41698,1
41699,1
41700,0
41701,1
41702,1
41703,1
41704,1
41705,1
41706,0
41707,1
41708,1
41709,0
41710,1
41711,1
41712,0
41713,1
41714,1
41715,0
41716,1
41717,0
41718,1
41719,1
41720,1
41721,1
41722,1
41723,1
41724,0
41725,1
41726,1
41727,1
41728,0
41729,1
41730,1
41731,0
41732,1
41733,1
41734,1
41735,1
41736,1
41737,1
41738,0
41739,1
41740,1
41741,1
41742,1
41743,0
41744,0
41745,1
41746,1
41747,0
41748,0
41749,1
41750,1
41751,1
41752,0
41753,1
41754,1
41755,1
41756,1
41757,1
41758,1
41759,0
41760,0
41761,0
41762,0
41763,1
41764,0
41765,1
41766,1
41767,0
41768,0
41769,0
41770,0
41771,0
41772,1
41773,0
41774,0
41775,1
41776,1
41777,0
41778,0
41779,0
41780,1
41781,1
41782,0
41783,1
41784,1
41785,1
41786,1
41787,1
41788,0
41789,1
41790,0
41791,0
41792,0
41793,0
41794,0
41795,1
41796,1
41797,1
41798,0
41799,1
41800,1
41801,0
41802,1
41803,0
41804,1
41805,0
41806,0
41807,1
41808,0
41809,0
41810,0
41811,0
41812,0
41813,1
41814,1
41815,1
41816,1
41817,1
41818,0
41819,1
41820,1
41821,1
41822,1
41823,0
41824,0
41825,1
41826,1
41827,0
41828,1
41829,0
41830,1
41831,1
41832,1
41833,1
41834,1
41835,1
41836,1
41837,1
41838,1
41839,1
41840,1
41841,1
41842,0
41843,1
41844,1
41845,1
41846,1
41847,1
41848,1
41849,0
41850,0
41851,1
41852,1
41853,1
41854,1
41855,1
41856,1
41857,1
41858,0
41859,1
41860,1
41861,1
41862,1
41863,1
41864,0
41865,1
41866,1
41867,1
41868,1
41869,1
41870,1
41871,1
41872,1
41873,0
41874,1
41875,1
41876,1
41877,1
41878,0
41879,1
41880,0
41881,1
41882,1
41883,1
41884,1
41885,1
41886,1
41887,1
41888,1
41889,0
41890,0
41891,1
41892,0
41893,1
41894,1
41895,1
41896,1
41897,0
41898,0
41899,1
41900,1
41901,1
41902,1
41903,0
41904,1
41905,1
41906,1
41907,0
41908,0
41909,1
41910,0
41911,1
41912,1
41913,0
41914,1
41915,1
41916,1
41917,1
41918,1
41919,0
41920,0
41921,1
41922,0
41923,0
41924,1
41925,0
41926,0
41927,1
41928,1
41929,1
41930,0
41931,1
41932,1
41933,1
41934,0
41935,0
41936,1
41937,1
41938,1
41939,0
41940,1
41941,1
41942,0
41943,0
41944,1
41945,1
41946,0
41947,0
41948,1
41949,1
41950,1
41951,1
41952,1
41953,1
41954,1
41955,1
41956,1
41957,1
41958,0
41959,1
41960,1
41961,1
41962,0
41963,1
41964,1
41965,0
41966,1
41967,1
41968,1
41969,1
41970,1
41971,1
41972,1
41973,1
41974,1
41975,1
41976,1
41977,1
41978,1
41979,1
41980,0
41981,0
41982,1
41983,1
41984,1
41985,1
41986,0
41987,1
41988,0
41989,1
41990,1
41991,0
41992,0
41993,1
41994,0
41995,1
41996,1
41997,1
41998,1
41999,1
42000,1
42001,1
42002,1
42003,1
42004,1
42005,0
42006,1
42007,1
42008,1
42009,0
42010,1
42011,1
42012,0
42013,0
42014,0
42015,0
42016,0
42017,1
42018,1
42019,0
42020,1
42021,1
42022,1
42023,1
42024,0
42025,1
42026,0
42027,1
42028,1
42029,1
42030,1
42031,0
42032,0
42033,0
42034,1
42035,0
42036,1
42037,0
42038,1
42039,1
42040,0
42041,1
42042,1
42043,1
42044,1
42045,1
42046,1
42047,0
42048,1
42049,1
42050,1
42051,1
42052,1
42053,0
42054,0
42055,0
42056,0
42057,0
42058,1
42059,0
42060,1
42061,1
42062,0
42063,0
42064,0
42065,1
42066,0
42067,0
42068,1
42069,1
42070,1
42071,1
42072,1
42073,0
42074,1
42075,1
42076,1
42077,1
42078,1
42079,0
42080,1
42081,0
42082,1
42083,1
42084,1
42085,1
42086,0
42087,0
42088,1
42089,0
42090,1
42091,1
42092,1
42093,1
42094,0
42095,1
42096,0
42097,0
42098,1
42099,1
42100,1
42101,1
42102,1
42103,0
42104,1
42105,1
42106,1
42107,1
42108,0
42109,1
42110,1
42111,1
42112,1
42113,0
42114,1
42115,1
42116,1
42117,0
42118,1
42119,1
42120,1
42121,0
42122,1
42123,1
42124,1
42125,1
42126,1
42127,1
42128,1
42129,1
42130,0
42131,1
42132,1
42133,1
42134,1
42135,0
42136,0
42137,1
42138,1
42139,1
42140,1
42141,0
42142,1
42143,1
42144,1
42145,1
42146,1
42147,0
42148,0
42149,1
42150,0
42151,1
42152,1
42153,1
42154,0
42155,1
42156,1
42157,1
42158,1
42159,0
42160,1
42161,0
42162,0
42163,0
42164,1
42165,1
42166,0
42167,1
42168,1
42169,1
42170,0
42171,0
42172,1
42173,0
42174,0
42175,1
42176,1
42177,0
42178,1
42179,1
42180,1
42181,0
42182,1
42183,0
42184,1
42185,0
42186,1
42187,1
42188,0
42189,1
42190,1
42191,1
42192,1
42193,1
42194,1
42195,1
42196,1
42197,0
42198,1
42199,1
42200,1
42201,1
42202,1
42203,1
42204,1
42205,1
42206,0
42207,0
42208,1
42209,1
42210,1
42211,1
42212,1
42213,1
42214,0
42215,1
42216,1
42217,1
42218,0
42219,1
42220,0
42221,1
42222,1
42223,1
42224,1
42225,0
42226,1
42227,1
42228,1
42229,1
42230,1
42231,0
42232,1
42233,1
42234,0
42235,1
42236,0
42237,1
42238,1
42239,1
42240,1
42241,1
42242,0
42243,0
42244,1
42245,1
42246,0
42247,0
42248,0
42249,0
42250,1
42251,0
42252,0
42253,1
42254,0
42255,1
42256,1
42257,1
42258,0
42259,1
42260,1
42261,1
42262,0
42263,1
42264,0
42265,1
42266,0
42267,1
42268,1
42269,1
42270,1
42271,1
42272,1
42273,0
42274,1
42275,1
42276,1
42277,1
42278,1
42279,1
42280,1
42281,1
42282,1
42283,1
42284,1
42285,1
42286,1
42287,0
42288,1
42289,1
42290,1
42291,1
42292,1
42293,1
42294,1
42295,1
42296,0
42297,1
42298,0
42299,1
42300,1
42301,1
42302,1
42303,0
42304,0
42305,0
42306,1
42307,1
42308,1
42309,0
42310,1
42311,0
42312,1
42313,1
42314,0
42315,0
42316,1
42317,0
42318,1
42319,1
42320,1
42321,0
42322,0
42323,1
42324,1
42325,1
42326,1
42327,0
42328,0
42329,0
42330,1
42331,1
42332,1
42333,0
42334,1
42335,1
42336,1
42337,0
42338,1
42339,1
42340,1
42341,1
42342,0
42343,0
42344,1
42345,1
42346,1
42347,1
42348,1
42349,0
42350,1
42351,0
42352,0
42353,1
42354,1
42355,1
42356,0
42357,0
42358,0
42359,1
42360,0
42361,1
42362,1
42363,1
42364,1
42365,1
42366,0
42367,0
42368,1
42369,1
42370,1
42371,1
42372,0
42373,1
42374,0
42375,0
42376,1
42377,1
42378,0
42379,0
42380,1
42381,1
42382,1
42383,1
42384,1
42385,1
42386,1
42387,1
42388,1
42389,1
42390,1
42391,1
42392,1
42393,1
42394,1
42395,1
42396,0
42397,1
42398,0
42399,0
42400,1
42401,1
42402,0
42403,1
42404,1
42405,1
42406,1
42407,0
42408,1
42409,1
42410,1
42411,1
42412,1
42413,1
42414,1
42415,1
42416,0
42417,0
42418,1
42419,1
42420,1
42421,1
42422,1
42423,1
42424,1
42425,1
42426,1
42427,1
42428,1
42429,0
42430,1
42431,0
42432,1
42433,1
42434,1
42435,1
42436,1
42437,1
42438,1
42439,1
42440,1
42441,0
42442,1
42443,0
42444,1
42445,1
42446,1
42447,1
42448,1
42449,1
42450,1
42451,1
42452,1
42453,1
42454,1
42455,1
42456,1
42457,1
42458,1
42459,1
42460,0
42461,0
42462,1
42463,1
42464,1
42465,0
42466,1
42467,0
42468,1
42469,1
42470,1
42471,0
42472,1
42473,1
42474,1
42475,0
42476,1
42477,0
42478,0
42479,0
42480,1
42481,1
42482,1
42483,1
42484,1
42485,1
42486,0
42487,1
42488,1
42489,0
42490,0
42491,1
42492,1
42493,0
42494,0
42495,1
42496,0
42497,1
42498,0
42499,1
42500,0
42501,1
42502,1
42503,1
42504,0
42505,1
42506,1
42507,1
42508,0
42509,1
42510,1
42511,1
42512,1
42513,1
42514,0
42515,0
42516,1
42517,1
42518,1
42519,0
42520,1
42521,0
42522,1
42523,1
42524,1
42525,0
42526,1
42527,1
42528,0
42529,1
42530,0
42531,0
42532,1
42533,1
42534,1
42535,0
42536,0
42537,1
42538,0
42539,0
42540,0
42541,1
42542,0
42543,0
42544,1
42545,0
42546,1
42547,1
42548,0
42549,1
42550,1
42551,1
42552,1
42553,1
42554,1
42555,1
42556,1
42557,0
42558,1
42559,1
42560,0
42561,0
42562,1
42563,1
42564,0
42565,0
42566,1
42567,1
42568,1
42569,1
42570,0
42571,0
42572,1
42573,1
42574,1
42575,0
42576,1
42577,1
42578,1
42579,1
42580,0
42581,1
42582,1
42583,1
42584,1
42585,1
42586,1
42587,1
42588,1
42589,1
42590,1
42591,1
42592,0
42593,1
42594,1
42595,1
42596,1
42597,1
42598,1
42599,0
42600,1
42601,1
42602,1
42603,0
42604,1
42605,0
42606,1
42607,1
42608,0
42609,1
42610,1
42611,0
42612,0
42613,1
42614,0
42615,0
42616,0
42617,1
42618,1
42619,1
42620,1
42621,1
42622,1
42623,1
42624,1
42625,1
42626,0
42627,0
42628,1
42629,1
42630,1
42631,1
42632,0
42633,0
42634,1
42635,1
42636,1
42637,1
42638,1
42639,1
42640,1
42641,1
42642,1
42643,1
42644,1
42645,1
42646,0
42647,0
42648,1
42649,1
42650,1
42651,1
42652,0
42653,1
42654,1
42655,1
42656,1
42657,1
42658,1
42659,0
42660,0
42661,1
42662,1
42663,0
42664,1
42665,0
42666,1
42667,1
42668,0
42669,1
42670,1
42671,1
42672,1
42673,1
42674,0
42675,1
42676,1
42677,1
42678,1
42679,1
42680,0
42681,0
42682,1
42683,1
42684,1
42685,0
42686,1
42687,0
42688,1
42689,1
42690,1
42691,1
42692,1
42693,1
42694,1
42695,0
42696,0
42697,1
42698,1
42699,1
42700,0
42701,1
42702,0
42703,0
42704,0
42705,1
42706,1
42707,1
42708,1
42709,1
42710,0
42711,1
42712,1
42713,0
42714,0
42715,1
42716,0
42717,1
42718,1
42719,1
42720,1
42721,0
42722,1
42723,1
42724,0
42725,0
42726,0
42727,1
42728,0
42729,1
42730,1
42731,1
42732,1
42733,1
42734,0
42735,0
42736,1
42737,1
42738,0
42739,1
42740,1
42741,1
42742,1
42743,1
42744,1
42745,1
42746,1
42747,1
42748,1
42749,1
42750,1
42751,1
42752,1
42753,1
42754,1
42755,0
42756,1
42757,1
42758,1
42759,1
42760,1
42761,1
42762,1
42763,1
42764,1
42765,1
42766,1
42767,1
42768,1
42769,1
42770,1
42771,1
42772,1
42773,0
42774,0
42775,0
42776,1
42777,0
42778,1
42779,1
42780,0
42781,0
42782,0
42783,1
42784,1
42785,1
42786,1
42787,0
42788,0
42789,1
42790,1
42791,1
42792,1
42793,1
42794,1
42795,1
42796,1
42797,1
42798,1
